23,2,59
22,2,59
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,59
23,3,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,3,59
22,3,58
22,2,58
22,2,58
23,2,58
22,2,59
22,2,58
23,3,58
23,3,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,3,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,3,58
22,2,58
22,2,58
23,2,58
22,3,59
22,2,59
22,2,58
23,3,58
22,2,58
22,2,58
23,2,58
22,2,59
22,3,58
23,2,58
23,3,58
22,2,58
22,2,59
22,2,58
23,2,59
23,2,59
22,2,58
23,2,58
22,2,58
23,3,58
22,2,58
22,3,58
22,2,59
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,59
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,59
23,2,59
22,2,59
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,3,58
22,3,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,59
22,2,59
22,2,58
22,2,58
23,2,58
22,2,58
22,2,59
23,2,58
22,2,58
23,2,58
22,2,59
23,2,59
23,2,58
23,2,58
22,2,59
22,2,58
23,2,58
22,2,59
22,2,58
23,2,58
22,3,59
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
23,3,58
22,2,58
23,2,58
22,2,58
22,2,59
22,2,58
23,2,58
22,2,58
23,3,58
22,2,58
23,3,58
23,2,58
22,3,58
22,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,3,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,3,58
22,2,58
23,2,58
23,2,58
22,2,59
22,2,58
22,2,58
23,2,58
22,2,58
23,3,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,59
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,59
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,3,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,59
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,59
23,3,58
23,2,58
23,2,59
23,3,58
23,2,58
23,2,58
23,2,58
22,3,58
23,3,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,3,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,2,59
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,3,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,59
23,2,58
22,2,58
22,2,59
22,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,59
22,2,58
22,2,58
23,2,58
22,2,59
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,59
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,59
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,59
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,59
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
22,3,58
22,2,58
23,2,58
23,2,58
22,2,59
22,3,58
23,2,58
22,2,59
23,3,58
22,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
22,3,59
23,3,59
22,2,58
23,2,58
22,2,58
23,2,59
22,2,58
22,2,58
23,2,59
23,3,58
23,3,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,59
22,2,58
22,2,58
22,2,58
23,3,58
23,2,58
23,2,59
23,2,58
23,2,58
22,2,59
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,59
22,3,59
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,59
23,2,58
22,2,58
22,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,59
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,59
22,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,3,58
23,3,58
22,2,58
22,2,58
22,2,58
23,2,58
23,3,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,3,58
23,3,58
23,2,58
23,2,58
22,2,58
23,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,59
23,2,58
22,2,58
22,3,58
23,2,59
23,2,58
22,2,58
23,3,58
22,3,58
22,2,58
23,2,58
22,2,58
22,2,58
22,3,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
22,3,58
22,2,58
23,2,58
23,2,58
23,2,58
22,3,58
23,2,58
22,2,59
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,3,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,59
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
23,2,58
22,2,58
23,2,58
23,3,58
22,2,58
23,3,59
23,2,58
23,2,58
23,3,58
23,2,58
22,2,58
23,3,58
22,3,58
22,3,58
23,2,58
23,2,58
23,2,58
22,3,58
23,2,58
22,2,59
22,2,58
23,3,58
22,2,59
22,2,58
22,3,58
23,3,58
22,2,58
22,2,58
23,3,59
23,3,58
23,2,58
23,3,58
22,3,58
23,3,58
23,3,58
22,2,58
22,2,58
22,2,58
22,3,58
22,3,58
22,2,58
23,2,58
22,3,58
22,2,58
23,3,58
23,3,58
22,2,58
23,2,58
23,2,58
22,2,58
23,3,58
22,2,58
22,2,58
23,3,58
22,2,58
23,2,58
23,2,58
22,2,58
22,3,59
22,3,58
23,2,58
23,2,58
22,3,59
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,59
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,59
22,3,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,59
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,3,58
23,2,59
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,3,58
23,2,58
23,3,58
22,3,58
22,3,58
23,2,58
22,2,58
22,3,58
22,2,58
23,2,58
22,2,58
22,2,58
22,3,58
22,2,58
22,2,58
23,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,3,58
22,3,58
22,2,59
22,2,58
22,2,58
22,2,58
23,3,59
23,2,58
22,2,59
22,2,59
23,3,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,59
23,3,58
22,2,58
22,2,58
23,2,59
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,3,58
23,2,58
22,2,58
23,3,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,3,58
23,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,3,58
22,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,3,59
23,3,58
23,2,58
22,2,59
23,3,58
23,3,58
22,2,58
22,2,58
22,2,58
23,2,59
22,3,58
22,3,58
23,2,58
23,3,58
23,3,58
23,2,59
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,3,58
23,3,58
22,2,58
22,2,58
23,3,59
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
23,3,58
22,2,58
22,3,59
23,3,58
23,3,59
22,2,59
22,3,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,3,58
22,2,58
23,3,58
22,2,59
22,2,58
23,2,58
22,2,58
22,2,58
22,3,58
23,2,59
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,59
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,59
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,59
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,3,58
23,3,58
23,2,58
23,2,58
22,3,58
22,2,58
23,3,58
23,3,58
22,3,58
22,2,58
22,2,58
23,2,58
23,2,59
22,3,58
23,2,58
23,2,58
22,3,58
23,2,58
23,3,58
22,2,58
22,3,58
23,2,58
22,2,58
22,2,58
23,3,58
23,2,59
22,2,58
22,2,58
23,3,58
23,2,58
22,3,58
23,2,58
23,3,58
23,3,58
23,2,58
22,2,58
23,3,58
23,3,58
22,2,58
22,2,58
23,3,58
23,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,3,58
22,2,58
23,2,59
23,2,58
22,2,58
22,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,3,58
23,3,58
22,2,58
23,2,59
23,3,58
23,2,58
23,2,58
22,2,59
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,3,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,59
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,3,58
23,3,58
22,2,58
22,3,58
23,2,58
23,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,2,58
23,2,58
23,3,58
23,3,58
22,2,59
22,2,58
23,3,58
23,3,58
22,3,58
23,2,58
23,2,58
22,2,58
23,3,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,3,58
23,3,58
22,2,58
22,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,3,58
22,3,58
22,2,58
22,3,58
22,3,59
23,2,58
23,3,58
23,3,58
23,2,58
23,3,58
22,3,58
23,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,3,58
23,3,58
22,2,58
22,2,58
23,3,59
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,3,58
23,2,59
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,3,59
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
23,2,58
22,2,58
23,2,58
23,3,59
22,2,58
22,2,59
23,3,58
23,3,58
23,2,58
22,2,58
23,3,58
23,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,2,58
23,2,58
23,2,58
23,3,58
23,3,58
22,2,57
22,2,58
23,2,58
22,3,58
23,2,59
23,2,58
22,2,58
22,2,58
23,3,58
22,3,58
23,3,58
23,3,58
23,2,58
23,2,58
23,2,58
22,3,58
22,2,58
23,2,58
22,3,58
23,2,58
23,3,58
23,3,58
23,2,58
22,2,58
23,2,58
23,3,58
23,2,58
23,2,58
22,2,58
23,3,58
22,2,58
23,2,59
23,2,58
23,2,58
23,3,59
22,3,58
22,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
22,2,58
23,2,58
22,3,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,59
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,59
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
22,2,58
22,3,58
23,2,58
23,2,58
23,2,58
22,2,58
23,3,58
22,2,58
22,2,58
23,3,58
23,3,58
23,2,58
22,2,59
22,2,58
23,2,58
23,3,58
22,2,58
22,3,58
23,3,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,3,58
22,2,58
23,2,58
23,2,58
23,3,58
23,2,58
22,2,58
22,3,58
23,2,58
23,2,58
22,3,58
22,2,58
23,3,58
23,2,58
22,2,58
22,3,58
23,3,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,3,58
23,2,58
23,3,58
22,3,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,3,58
23,2,58
23,2,58
23,2,58
22,2,58
22,3,58
23,2,58
23,3,59
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,2,59
22,3,58
22,2,58
23,2,58
23,2,59
23,3,58
22,2,58
22,2,58
23,3,58
23,2,59
23,3,58
22,2,59
23,2,58
23,2,58
23,2,58
23,3,58
22,3,58
22,3,58
22,2,58
23,3,58
23,3,58
23,2,58
23,3,58
23,3,58
23,3,58
23,2,58
23,3,58
22,2,58
22,3,58
23,2,58
23,3,58
23,3,58
22,3,58
23,3,58
22,2,58
23,3,58
23,3,58
23,3,58
23,2,58
23,2,58
23,2,58
22,2,58
22,3,58
22,2,58
23,2,58
22,3,58
23,3,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,3,58
23,2,58
23,2,58
22,3,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,59
22,2,58
22,2,58
22,3,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,59
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,3,58
23,2,58
23,2,58
22,3,58
22,2,58
23,2,59
23,2,58
22,3,58
22,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
22,3,58
23,3,58
23,3,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,3,59
23,3,58
23,3,58
23,2,59
23,3,58
23,3,58
23,2,58
22,2,58
23,3,58
22,2,58
23,2,58
23,3,59
23,3,58
22,3,58
22,2,58
23,3,58
23,2,58
22,3,58
23,3,58
23,3,58
22,2,58
22,2,58
23,2,58
23,3,58
23,3,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
22,3,58
23,2,58
22,3,58
23,2,58
22,3,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,59
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,59
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,57
23,2,58
22,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,59
23,2,59
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
24,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,3,58
23,2,58
23,3,58
23,2,58
23,2,58
24,2,59
23,3,58
24,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,3,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,3,58
22,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,3,58
22,3,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,3,58
23,2,58
23,2,58
23,3,58
23,3,58
23,2,58
23,2,58
23,2,58
22,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,59
22,2,58
23,2,58
23,2,59
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,3,58
23,2,58
23,3,58
23,2,58
22,3,58
23,3,58
23,3,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,59
22,2,58
23,3,58
22,2,58
22,2,59
22,2,58
23,3,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,3,58
22,2,59
22,2,58
23,2,59
23,2,58
22,2,58
23,2,58
23,2,58
22,3,58
22,3,58
22,3,58
22,2,59
23,2,58
22,2,59
22,3,58
23,3,58
22,3,58
22,3,58
23,3,58
23,3,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,59
22,2,58
23,2,58
22,2,59
23,3,58
22,2,58
23,2,58
23,2,58
23,3,58
22,2,59
22,2,58
22,2,58
23,3,59
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
23,2,59
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,59
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,3,59
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,3,58
23,2,58
23,2,58
22,2,58
23,3,58
22,2,58
23,3,58
22,3,58
23,3,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,3,58
22,3,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,3,58
23,2,58
22,2,58
22,3,58
23,3,58
22,3,59
22,2,58
22,3,58
23,3,58
23,3,58
22,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
22,2,59
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,59
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,59
22,2,59
23,2,59
22,2,58
23,2,58
22,2,58
22,2,59
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,59
23,3,59
23,2,58
22,2,58
22,2,58
23,2,59
23,2,58
23,3,58
23,2,58
22,2,59
22,2,58
23,3,58
23,2,58
22,3,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
23,2,59
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
23,3,58
23,3,58
22,2,58
23,2,59
23,2,58
22,2,59
23,2,58
23,2,58
23,2,58
23,3,58
22,3,59
22,2,59
23,2,58
23,2,58
22,2,58
22,3,58
23,2,58
22,2,58
22,3,58
22,2,58
23,3,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,3,58
23,3,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,59
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,3,58
22,2,58
23,2,58
23,2,58
22,2,58
23,3,58
23,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
22,2,59
23,2,58
23,2,59
22,2,59
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,3,58
22,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,2,59
22,2,58
23,2,58
22,3,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,3,58
22,2,59
23,3,58
23,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,3,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
23,2,59
23,3,58
22,2,58
23,3,58
23,3,59
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,59
22,2,58
23,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
23,3,58
23,2,58
22,2,59
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
22,2,59
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,3,58
22,2,58
22,2,58
23,2,58
22,2,58
23,3,58
22,3,58
23,2,58
23,2,58
23,2,58
23,2,59
23,2,59
23,3,58
22,2,58
22,2,58
23,3,58
22,3,58
22,2,58
22,3,58
23,2,58
22,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,3,58
22,3,58
23,3,58
22,2,58
22,3,59
23,3,58
23,2,58
22,2,58
22,3,58
22,2,58
23,2,58
22,3,58
22,3,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,59
23,2,58
23,2,58
22,2,58
22,3,58
23,3,58
22,2,58
23,2,58
22,3,58
23,3,58
23,3,58
22,2,58
23,3,58
23,2,58
23,2,59
23,2,58
23,2,58
22,3,58
23,3,58
22,3,58
22,2,58
22,2,58
23,2,58
22,2,59
22,3,59
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
22,2,58
23,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,2,59
23,2,58
22,2,58
23,2,58
23,2,58
22,2,59
22,2,58
23,2,58
23,2,58
22,2,58
22,2,58
23,3,58
23,2,58
22,2,58
23,3,58
23,3,58
22,2,58
22,3,58
23,2,58
23,2,58
23,2,58
22,2,58
22,2,59
23,3,58
22,2,58
23,3,58
23,3,59
23,2,58
23,2,58
22,2,58
23,3,58
23,2,58
22,3,58
22,3,58
23,3,58
23,3,58
22,3,58
22,2,59
22,3,58
23,2,58
23,2,58
22,2,58
22,2,58
23,3,58
22,2,58
22,2,59
23,2,58
22,3,59
22,2,58
22,2,58
23,2,58
22,2,58
23,2,58
23,2,58
23,3,58
22,3,58
22,2,58
22,2,58
23,2,58
22,3,58
22,3,58
23,3,58
22,2,58
22,3,58
22,2,58
23,3,58
22,2,58
